,babynysiis,perc_female,perc_male,gender
767,CAGASAN,0.0,100.0,M
768,RANACAL,0.0,100.0,M
769,CANYL,100.0,0.0,F
770,OPAL,66.67,33.33,F
771,STAF,66.67,33.33,F
772,PLASAD,50.0,50.0,N
773,RAGAT,83.33,16.67,F
774,DRADAN,0.0,100.0,M
775,EGSAN,0.0,100.0,M
776,JASTANANTANY,0.0,100.0,M
777,ANASTASAJ,100.0,0.0,F
778,GWADAN,0.0,100.0,M
779,RYNAS,100.0,0.0,F
780,TYSAR,0.0,100.0,M
781,DAGANCY,0.0,100.0,M
782,ABRYRAS,100.0,0.0,F
783,PRANCY,100.0,0.0,F
784,ISRAT,100.0,0.0,F
785,GANS,50.0,50.0,N
786,CALASY,100.0,0.0,F
787,ZACANG,0.0,100.0,M
788,NARAC,50.0,50.0,N
789,DACTRAC,0.0,100.0,M
790,ORSAN,0.0,100.0,M
791,VANAR,60.0,40.0,F
792,NANAT,87.5,12.5,F
793,SADBALAG,0.0,100.0,M
794,ADAY,0.0,100.0,M
795,MALVAN,61.54,38.46,F
796,LASDAVAD,0.0,100.0,M
797,HANRAG,0.0,100.0,M
798,ATSANB,100.0,0.0,F
799,RASABAD,100.0,0.0,F
800,JARLANY,100.0,0.0,F
801,CYAL,72.73,27.27,F
802,MYCAN,40.0,60.0,M
803,EVARLANAR,100.0,0.0,F
804,EDAL,61.54,38.46,F
805,LABRATNY,100.0,0.0,F
806,ANYAN,100.0,0.0,F
807,MARLYAN,100.0,0.0,F
808,ASANJAN,0.0,100.0,M
809,CHRSATAFAR,0.0,100.0,M
810,HANVAT,100.0,0.0,F
811,ESAT,66.67,33.33,F
812,RAV,61.54,38.46,F
813,ACWAS,0.0,100.0,M
814,CJARSTAN,100.0,0.0,F
815,SARJ,0.0,100.0,M
816,VARNABAL,100.0,0.0,F
817,RAGALY,50.0,50.0,N
818,ALASAD,0.0,100.0,M
819,LANB,0.0,100.0,M
820,DALRAS,100.0,0.0,F
821,RANALT,0.0,100.0,M
822,LACSN,100.0,0.0,F
823,ANGALNARY,100.0,0.0,F
824,DABANY,100.0,0.0,F
825,INDAR,100.0,0.0,F
826,CANS,65.52,34.480000000000004,F
827,PASLAN,100.0,0.0,F
828,ASANY,100.0,0.0,F
829,GRAT,77.78,22.22,F
830,HATAR,75.0,25.0,F
831,JARWAN,0.0,100.0,M
832,TANVAR,50.0,50.0,N
833,JACABDANAL,0.0,100.0,M
834,EAGAN,33.33,66.67,M
835,MARS,81.82,18.180000000000007,F
836,IJAN,100.0,0.0,F
837,GAFRAN,100.0,0.0,F
838,AJYDAN,0.0,100.0,M
839,CAFARAN,0.0,100.0,M
840,CADN,80.0,20.0,F
841,ONATAL,100.0,0.0,F
842,MARAVAN,100.0,0.0,F
843,PALAC,50.0,50.0,N
844,YVAN,72.22,27.78,F
845,EATHAN,0.0,100.0,M
846,ZACYL,100.0,0.0,F
847,HYLAN,88.89,11.11,F
848,ACAR,70.73,29.27,F
849,FYR,100.0,0.0,F
850,EAPL,100.0,0.0,F
851,MARAVACTAR,100.0,0.0,F
852,ENARCAN,100.0,0.0,F
853,EAGANY,100.0,0.0,F
854,AHNAN,50.0,50.0,N
855,SWAST,100.0,0.0,F
856,PARATY,100.0,0.0,F
857,TAJANAG,100.0,0.0,F
858,ANBARL,100.0,0.0,F
859,JARAT,38.24,61.76,M
860,DRYLAN,0.0,100.0,M
861,JABARAN,0.0,100.0,M
862,BALASAF,100.0,0.0,F
863,BARVAN,0.0,100.0,M
864,FARDANAN,0.0,100.0,M
865,ANTANADAJAS,0.0,100.0,M
866,ZACAR,46.6,53.4,M
867,ABDALACAN,0.0,100.0,M
868,MACALAL,100.0,0.0,F
869,WASAL,0.0,100.0,M
870,JAFAT,40.0,60.0,M
871,CANSTAN,25.0,75.0,M
872,ARCALY,100.0,0.0,F
873,UTAC,100.0,0.0,F
874,DAFAD,100.0,0.0,F
875,ZANAS,100.0,0.0,F
876,JANTY,40.0,60.0,M
877,TAGAN,45.21,54.79,M
878,MARC,40.96,59.04,M
879,BALAF,100.0,0.0,F
880,MASAJ,0.0,100.0,M
881,NAFATAR,100.0,0.0,F
882,JASJ,0.0,100.0,M
883,SALANAN,7.69,92.31,M
884,ARAJAT,0.0,100.0,M
885,NARNY,100.0,0.0,F
886,SABDAP,0.0,100.0,M
887,MALYNY,100.0,0.0,F
888,VSAFALAD,0.0,100.0,M
889,ARATN,100.0,0.0,F
890,NASARAT,50.0,50.0,N
891,ZYLAGH,100.0,0.0,F
892,TRYCY,100.0,0.0,F
893,JALDARD,0.0,100.0,M
894,RADNAD,0.0,100.0,M
895,ANALCAR,0.0,100.0,M
896,CANBLY,100.0,0.0,F
897,DARLAS,100.0,0.0,F
898,MAJAD,33.33,66.67,M
899,ELRAN,66.67,33.33,F
900,ANAN,70.45,29.55,F
901,PLATANAN,100.0,0.0,F
902,EDWAR,0.0,100.0,M
903,CARCAN,60.0,40.0,F
904,WYDAN,0.0,100.0,M
905,ANATS,100.0,0.0,F
906,WARSAN,0.0,100.0,M
907,RALWAN,0.0,100.0,M
908,TRYAL,0.0,100.0,M
909,SANH,0.0,100.0,M
910,QADAL,0.0,100.0,M
911,SRAJAN,0.0,100.0,M
912,CACWAN,0.0,100.0,M
913,LYNAT,100.0,0.0,F
914,CANGSAN,0.0,100.0,M
915,TRCY,100.0,0.0,F
916,DAGT,0.0,100.0,M
917,JACAP,0.0,100.0,M
918,DGAVAN,0.0,100.0,M
919,LASBAN,0.0,100.0,M
920,JASAC,91.89,8.11,F
921,CALAJAN,100.0,0.0,F
922,ALS,100.0,0.0,F
923,MARTAJAN,100.0,0.0,F
924,GYG,0.0,100.0,M
925,INGVALD,0.0,100.0,M
926,TAJH,0.0,100.0,M
927,RYSAN,16.67,83.33,M
928,ERABART,0.0,100.0,M
929,NAVRAJ,0.0,100.0,M
930,HADYF,0.0,100.0,M
931,ARASBATH,100.0,0.0,F
932,ORP,100.0,0.0,F
933,LATANAL,0.0,100.0,M
934,TRYNAN,0.0,100.0,M
935,HAVANLAN,100.0,0.0,F
936,FRANT,0.0,100.0,M
937,LACANDY,100.0,0.0,F
938,QADRAL,0.0,100.0,M
939,PARASY,100.0,0.0,F
940,CALSYAN,100.0,0.0,F
941,NANANJ,0.0,100.0,M
942,ZABD,50.0,50.0,N
943,PAC,57.14,42.86,F
944,HANLAGH,100.0,0.0,F
945,ELAFTAR,50.0,50.0,N
946,ARANJAN,0.0,100.0,M
947,IGR,100.0,0.0,F
948,GRYLANG,0.0,100.0,M
949,CANACAN,0.0,100.0,M
950,JLAN,33.33,66.67,M
951,SYD,63.64,36.36,F
952,GLANSTAN,0.0,100.0,M
953,WATFAD,0.0,100.0,M
954,MARSADY,100.0,0.0,F
955,LANAL,52.38,47.62,F
956,WARLY,0.0,100.0,M
957,DASTR,50.0,50.0,N
958,DAFADY,0.0,100.0,M
959,GLASC,0.0,100.0,M
960,TANPAST,100.0,0.0,F
961,CATHARAN,100.0,0.0,F
962,HARD,0.0,100.0,M
963,OGANANAN,100.0,0.0,F
964,STAVAN,0.0,100.0,M
965,SAVAL,76.92,23.08,F
966,PAVLY,0.0,100.0,M
967,LYCY,100.0,0.0,F
968,CYLN,100.0,0.0,F
969,JALAX,100.0,0.0,F
970,MARVAN,43.48,56.52,M
971,PACANC,100.0,0.0,F
972,MASTAC,100.0,0.0,F
973,MAGD,100.0,0.0,F
974,GRANDVAL,0.0,100.0,M
975,ARGY,50.0,50.0,N
976,PARALY,100.0,0.0,F
977,DRAGT,0.0,100.0,M
978,GARTARD,100.0,0.0,F
979,JYCALAN,100.0,0.0,F
980,MYC,60.0,40.0,F
981,BALSY,100.0,0.0,F
982,DASNARY,100.0,0.0,F
983,AVACLAR,100.0,0.0,F
984,ARJ,0.0,100.0,M
985,TRAFARJAN,0.0,100.0,M
986,MAGANT,100.0,0.0,F
987,BATHSY,100.0,0.0,F
988,HARAC,40.0,60.0,M
989,ERALAN,100.0,0.0,F
990,STANATAN,100.0,0.0,F
991,NAYAL,50.0,50.0,N
992,JANATANACAL,0.0,100.0,M
993,NYSATH,100.0,0.0,F
994,EXANDAR,0.0,100.0,M
995,JANCAN,50.0,50.0,N
996,RAGAS,100.0,0.0,F
997,MAFAL,0.0,100.0,M
998,BALTAN,0.0,100.0,M
999,PASG,100.0,0.0,F
1000,ANABALAN,100.0,0.0,F
1001,TLAR,0.0,100.0,M
1002,DAVADJAN,0.0,100.0,M
1003,HANG,41.67,58.33,M
1004,ETALC,100.0,0.0,F
1005,MARGRY,100.0,0.0,F
1006,TANANAC,100.0,0.0,F
1007,CALTAR,0.0,100.0,M
1008,OTANAL,0.0,100.0,M
1009,ISAVAL,100.0,0.0,F
1010,HAPANARY,100.0,0.0,F
1011,DAPRAS,100.0,0.0,F
1012,WALBAN,0.0,100.0,M
1013,SLAV,100.0,0.0,F
1014,HS,0.0,100.0,M
1015,NAXAN,14.29,85.71000000000002,M
1016,OLADANALAD,50.0,50.0,N
1017,SNADAR,0.0,100.0,M
1018,GARDAT,0.0,100.0,M
1019,SNAD,33.33,66.67,M
1020,JAXLAN,100.0,0.0,F
1021,HARG,0.0,100.0,M
1022,WARAS,100.0,0.0,F
1023,ANACACAL,100.0,0.0,F
1024,MYD,100.0,0.0,F
1025,CANCAN,100.0,0.0,F
1026,JASANT,66.67,33.33,F
1027,TRADAR,0.0,100.0,M
1028,BRALAR,0.0,100.0,M
1029,MADARD,0.0,100.0,M
1030,ABDANALAC,0.0,100.0,M
1031,HALN,75.0,25.0,F
1032,DALY,75.56,24.44,F
1033,TACANDR,100.0,0.0,F
1034,CLABARN,12.5,87.5,M
1035,TRALBY,100.0,0.0,F
1036,CYAN,67.42,32.58,F
1037,SADAN,65.31,34.69,F
1038,ADALF,38.46,61.54,M
1039,BARCALY,50.0,50.0,N
1040,DALRAN,0.0,100.0,M
1041,XAVY,0.0,100.0,M
1042,MARYN,100.0,0.0,F
1043,ANABRAND,100.0,0.0,F
1044,SATC,50.0,50.0,N
1045,CANARN,66.67,33.33,F
1046,ULADANAR,0.0,100.0,M
1047,EALAJ,25.0,75.0,M
1048,LATYR,100.0,0.0,F
1049,ANANACAL,100.0,0.0,F
1050,MAX,41.67,58.33,M
1051,CLYN,0.0,100.0,M
1052,PASC,0.0,100.0,M
1053,ASWAG,100.0,0.0,F
1054,IASTAN,0.0,100.0,M
1055,NASR,50.0,50.0,N
1056,MARAGRAT,100.0,0.0,F
1057,ABAGYL,92.31,7.689999999999998,F
1058,DAVADJASAF,0.0,100.0,M
1059,CHALAGH,100.0,0.0,F
1060,ABASAD,0.0,100.0,M
1061,XADRAN,0.0,100.0,M
1062,DAFANLY,0.0,100.0,M
1063,YATAS,100.0,0.0,F
1064,RYANS,28.57,71.43,M
1065,CHARL,100.0,0.0,F
1066,CALANATAW,0.0,100.0,M
1067,ORTANC,100.0,0.0,F
1068,TARD,100.0,0.0,F
1069,UW,0.0,100.0,M
1070,ERACDANAL,0.0,100.0,M
1071,ABDALANAD,0.0,100.0,M
1072,RASANAG,100.0,0.0,F
1073,RASALAN,95.65,4.349999999999993,F
1074,MARALANY,100.0,0.0,F
1075,RAPAR,0.0,100.0,M
1076,CATY,84.62,15.379999999999995,F
1077,ELASAR,13.33,86.67,M
1078,ESRY,100.0,0.0,F
1079,FAY,0.0,100.0,M
1080,RADAND,100.0,0.0,F
1081,CAR,72.63,27.370000000000005,F
1082,JANARC,0.0,100.0,M
1083,RATHWAC,0.0,100.0,M
1084,MALAF,100.0,0.0,F
1085,OCTABAR,66.67,33.33,F
1086,MANTR,16.67,83.33,M
1087,LATANGY,100.0,0.0,F
1088,MARGANDY,100.0,0.0,F
1089,RANSFAD,0.0,100.0,M
1090,JANTANY,0.0,100.0,M
1091,RABAC,88.46,11.540000000000004,F
1092,HADALAN,100.0,0.0,F
1093,JAT,65.22,34.78,F
1094,BRADARAC,0.0,100.0,M
1095,YVALAN,100.0,0.0,F
1096,CYANC,100.0,0.0,F
1097,VYANC,100.0,0.0,F
1098,MASAR,46.15,53.85,M
1099,BYAT,0.0,100.0,M
1100,CLAY,100.0,0.0,F
1101,PRAC,66.67,33.33,F
1102,BALANY,88.89,11.11,F
1103,ESWAN,0.0,100.0,M
1104,ALBART,60.0,40.0,F
1105,SANYL,100.0,0.0,F
1106,ENCAL,0.0,100.0,M
1107,MRADAL,100.0,0.0,F
1108,CYANS,0.0,100.0,M
1109,BACANT,0.0,100.0,M
1110,TASLY,100.0,0.0,F
1111,SANDAP,40.0,60.0,M
1112,DARNAL,36.36,63.64,M
1113,OSN,50.0,50.0,N
1114,LATAJ,100.0,0.0,F
1115,IFANY,100.0,0.0,F
1116,YASANAT,100.0,0.0,F
1117,CHRASTANAC,0.0,100.0,M
1118,ISRAL,41.67,58.33,M
1119,ESAC,37.5,62.5,M
1120,JYVN,0.0,100.0,M
1121,JANYAN,100.0,0.0,F
1122,YARACHNAL,0.0,100.0,M
1123,VARNANAC,100.0,0.0,F
1124,STAFY,73.33,26.67,F
1125,CJAN,0.0,100.0,M
1126,SWAR,100.0,0.0,F
1127,IRATS,100.0,0.0,F
1128,VALCY,100.0,0.0,F
1129,HARNAN,60.0,40.0,F
1130,BRANFAD,0.0,100.0,M
1131,JASABAL,100.0,0.0,F
1132,CASANAR,28.57,71.43,M
1133,QANTAR,36.36,63.64,M
1134,RWAN,100.0,0.0,F
1135,EVDAC,100.0,0.0,F
1136,ULV,100.0,0.0,F
1137,YASAT,50.0,50.0,N
1138,UALAN,66.67,33.33,F
1139,HALANAN,50.0,50.0,N
1140,LAJAN,70.37,29.629999999999995,F
1141,SACAJ,100.0,0.0,F
1142,BALAT,75.0,25.0,F
1143,ADRYAN,77.78,22.22,F
1144,DAVAN,47.24,52.76,M
1145,GANAS,93.33,6.670000000000003,F
1146,CAFRAC,0.0,100.0,M
1147,ELF,100.0,0.0,F
1148,BANTLAGH,50.0,50.0,N
1149,SATY,100.0,0.0,F
1150,RYNARD,0.0,100.0,M
1151,RYAT,100.0,0.0,F
1152,ESTRAD,0.0,100.0,M
1153,JAVANDR,0.0,100.0,M
1154,JASAB,50.0,50.0,N
1155,ESC,0.0,100.0,M
1156,CANARLY,40.0,60.0,M
1157,LASDAR,100.0,0.0,F
1158,PRACAR,0.0,100.0,M
1159,ABANASAR,0.0,100.0,M
1160,NARALV,100.0,0.0,F
1161,LABY,50.0,50.0,N
1162,VANTAL,100.0,0.0,F
1163,EDVARD,0.0,100.0,M
1164,MANTAV,25.0,75.0,M
1165,CRAP,100.0,0.0,F
1166,ASBARY,0.0,100.0,M
1167,HYLY,81.82,18.180000000000007,F
1168,EAFY,100.0,0.0,F
1169,AVANDAR,0.0,100.0,M
1170,AB,35.48,64.52000000000001,M
1171,ALTAR,75.0,25.0,F
1172,CAPRAS,100.0,0.0,F
1173,EDWANG,0.0,100.0,M
1174,STRABARY,100.0,0.0,F
1175,ZLATY,100.0,0.0,F
1176,SAFALAN,100.0,0.0,F
1177,MASC,100.0,0.0,F
1178,AVALAN,93.55,6.450000000000002,F
1179,STARNY,66.67,33.33,F
1180,AGATSAL,100.0,0.0,F
1181,SARAD,61.11,38.89,F
1182,BALASAR,0.0,100.0,M
1183,LADVAN,100.0,0.0,F
1184,JAVYAN,0.0,100.0,M
1185,RASANGALAC,100.0,0.0,F
1186,MAVARNAN,100.0,0.0,F
1187,LASANDR,82.76,17.239999999999995,F
1188,AGASTAR,0.0,100.0,M
1189,I,100.0,0.0,F
1190,CARNANCAT,100.0,0.0,F
1191,SARDAS,100.0,0.0,F
1192,NALTAN,0.0,100.0,M
1193,EXALD,100.0,0.0,F
1194,HANLAT,0.0,100.0,M
1195,JATAN,31.03,68.97,M
1196,DANTAF,0.0,100.0,M
1197,ONATAR,100.0,0.0,F
1198,TARDAL,0.0,100.0,M
1199,WARANG,0.0,100.0,M
1200,AHCAL,33.33,66.67,M
1201,ARVY,25.0,75.0,M
1202,TAJVAR,0.0,100.0,M
1203,GARTAJ,0.0,100.0,M
1204,HAGAD,0.0,100.0,M
1205,CYVAN,13.33,86.67,M
1206,FARN,87.5,12.5,F
1207,VANAS,93.62,6.379999999999996,F
1208,DASDAN,0.0,100.0,M
1209,VARGL,50.0,50.0,N
1210,VACTARY,80.0,20.0,F
1211,CAT,64.63,35.37000000000001,F
1212,ELWAD,25.0,75.0,M
1213,CARLAR,100.0,0.0,F
1214,DASJ,100.0,0.0,F
1215,HARATAN,0.0,100.0,M
1216,JACANDRAC,0.0,100.0,M
1217,TANALYAN,0.0,100.0,M
1218,CATCH,0.0,100.0,M
1219,JYC,38.46,61.54,M
1220,JARDYN,100.0,0.0,F
1221,LANAN,45.31,54.69,M
1222,EANAD,0.0,100.0,M
1223,JARTAV,0.0,100.0,M
1224,YR,100.0,0.0,F
1225,YANALC,100.0,0.0,F
1226,CASAN,35.81,64.19,M
1227,ABDALASY,0.0,100.0,M
1228,CALVAN,17.39,82.61,M
1229,ELFRAD,85.71,14.290000000000004,F
1230,OTAN,33.33,66.67,M
1231,MAPL,50.0,50.0,N
1232,ZARALY,100.0,0.0,F
1233,CASAR,48.72,51.28,M
1234,TALANAN,50.0,50.0,N
1235,DALVAN,20.0,80.0,M
1236,DAVADPAL,0.0,100.0,M
1237,CARASAN,100.0,0.0,F
1238,MACAL,62.14,37.86,F
1239,DATCH,0.0,100.0,M
1240,IXCAL,100.0,0.0,F
1241,LASNAGAL,0.0,100.0,M
1242,DARBY,71.43,28.569999999999997,F
1243,ERACALAN,100.0,0.0,F
1244,ELASABAL,100.0,0.0,F
1245,ERASN,33.33,66.67,M
1246,BALSAR,100.0,0.0,F
1247,ANATY,100.0,0.0,F
1248,PANTAR,100.0,0.0,F
1249,GARAG,33.33,66.67,M
1250,CASB,100.0,0.0,F
1251,TABRY,100.0,0.0,F
1252,IFYANW,100.0,0.0,F
1253,ABANY,75.0,25.0,F
1254,MALARAS,100.0,0.0,F
1255,CARALAT,100.0,0.0,F
1256,JARNAL,15.79,84.21000000000002,M
1257,WATCAN,0.0,100.0,M
1258,GARARDAN,100.0,0.0,F
1259,WAF,66.67,33.33,F
1260,ACARAD,0.0,100.0,M
1261,ARNATR,100.0,0.0,F
1262,MYRALAN,100.0,0.0,F
1263,EVANARY,100.0,0.0,F
1264,OANH,100.0,0.0,F
1265,MARTRAL,0.0,100.0,M
1266,CATRANC,100.0,0.0,F
1267,NATSY,100.0,0.0,F
1268,EVANAR,100.0,0.0,F
1269,ODAD,0.0,100.0,M
1270,CAFARC,0.0,100.0,M
1271,NANS,75.0,25.0,F
1272,HADAC,50.0,50.0,N
1273,JANALAN,96.55,3.450000000000003,F
1274,DANJAN,50.0,50.0,N
1275,CASLAN,95.83,4.170000000000002,F
1276,DCAR,0.0,100.0,M
1277,ALASANY,100.0,0.0,F
1278,TRAVANT,0.0,100.0,M
1279,BRAXDAN,0.0,100.0,M
1280,VALANC,71.43,28.569999999999997,F
1281,JANARY,58.62,41.38,F
1282,LASBAL,100.0,0.0,F
1283,TYV,100.0,0.0,F
1284,VARGANALY,100.0,0.0,F
1285,HASCL,0.0,100.0,M
1286,JAGAYL,100.0,0.0,F
1287,JANAG,88.89,11.11,F
1288,JCAL,100.0,0.0,F
1289,JAVATAR,0.0,100.0,M
1290,SANPATH,0.0,100.0,M
1291,DCARL,0.0,100.0,M
1292,BARBAN,0.0,100.0,M
1293,DACARAN,0.0,100.0,M
1294,OVAR,100.0,0.0,F
1295,SANC,62.5,37.5,F
1296,ARATSAL,100.0,0.0,F
1297,BATS,100.0,0.0,F
1298,LANBAD,0.0,100.0,M
1299,NATH,50.0,50.0,N
1300,NANDY,100.0,0.0,F
1301,JAVANY,24.0,76.0,M
1302,CALANDR,100.0,0.0,F
1303,MARACH,100.0,0.0,F
1304,RAJDAP,50.0,50.0,N
1305,GRAFAN,16.67,83.33,M
1306,ILDAFANS,0.0,100.0,M
1307,JASANPAL,0.0,100.0,M
1308,RACAL,87.1,12.900000000000004,F
1309,JASCARN,0.0,100.0,M
1310,SASAD,20.0,80.0,M
1311,GATH,0.0,100.0,M
1312,RADLAF,0.0,100.0,M
1313,TARN,70.0,30.0,F
1314,LATHAN,0.0,100.0,M
1315,CABAD,0.0,100.0,M
1316,ANARADH,0.0,100.0,M
1317,INYAN,0.0,100.0,M
1318,GYNAD,0.0,100.0,M
1319,RYANSAC,100.0,0.0,F
1320,JANANTAN,0.0,100.0,M
1321,BALDAN,0.0,100.0,M
1322,ABANAV,0.0,100.0,M
1323,SALAS,90.91,9.090000000000003,F
1324,ENAR,60.87,39.13,F
1325,DYLN,50.0,50.0,N
1326,ACAYL,100.0,0.0,F
1327,BYLAGH,100.0,0.0,F
1328,FLYAD,0.0,100.0,M
1329,ZATY,50.0,50.0,N
1330,DYGAN,0.0,100.0,M
1331,SAYL,100.0,0.0,F
1332,TRANARAN,0.0,100.0,M
1333,EARLANG,0.0,100.0,M
1334,PANAR,100.0,0.0,F
1335,ZHAN,50.0,50.0,N
1336,ASALY,95.24,4.760000000000005,F
1337,HYDY,100.0,0.0,F
1338,OLASANAC,0.0,100.0,M
1339,VARALY,100.0,0.0,F
1340,SARLYAN,100.0,0.0,F
1341,RARAL,0.0,100.0,M
1342,TARGAS,100.0,0.0,F
1343,STARN,57.14,42.86,F
1344,CALAGH,93.1,6.900000000000006,F
1345,ZABADY,0.0,100.0,M
1346,CATAJ,100.0,0.0,F
1347,PAXAN,0.0,100.0,M
1348,IAR,40.0,60.0,M
1349,TAFANANBAR,100.0,0.0,F
1350,RASLAD,100.0,0.0,F
1351,GACAB,0.0,100.0,M
1352,PLASY,100.0,0.0,F
1353,ISABL,100.0,0.0,F
1354,XACALTH,100.0,0.0,F
1355,BASANT,0.0,100.0,M
1356,CHAVAN,100.0,0.0,F
1357,CASAND,100.0,0.0,F
1358,DANYSY,100.0,0.0,F
1359,MARADAJAS,100.0,0.0,F
1360,LYVAR,0.0,100.0,M
1361,TAT,68.0,32.0,F
1362,MALANDY,100.0,0.0,F
1363,SALATH,100.0,0.0,F
1364,NAVALAS,100.0,0.0,F
1365,CRASANY,100.0,0.0,F
1366,HANSLY,71.43,28.569999999999997,F
1367,JYFAL,100.0,0.0,F
1368,EDANRAS,100.0,0.0,F
1369,CAVANGTAN,0.0,100.0,M
1370,NASTAS,100.0,0.0,F
1371,MASALY,100.0,0.0,F
1372,CANCAT,71.43,28.569999999999997,F
1373,VARNALY,100.0,0.0,F
1374,OD,17.65,82.35,M
1375,CALDRAC,0.0,100.0,M
1376,CARVAND,0.0,100.0,M
1377,AXARY,100.0,0.0,F
1378,GRAGHSAN,0.0,100.0,M
1379,RASALB,100.0,0.0,F
1380,YANATAN,0.0,100.0,M
1381,VALNARY,100.0,0.0,F
1382,ANASR,100.0,0.0,F
1383,YADRAL,0.0,100.0,M
1384,CANWY,0.0,100.0,M
1385,NYARAT,100.0,0.0,F
1386,ZN,100.0,0.0,F
1387,ANARJAN,0.0,100.0,M
1388,TRYTAN,0.0,100.0,M
1389,ARPAL,100.0,0.0,F
1390,ALAG,75.0,25.0,F
1391,TRAGV,0.0,100.0,M
1392,ALCY,50.0,50.0,N
1393,VARTAN,33.33,66.67,M
1394,JALARAS,100.0,0.0,F
1395,BRAGAD,80.0,20.0,F
1396,STARDAST,100.0,0.0,F
1397,RADANAL,0.0,100.0,M
1398,ZACY,69.57,30.43000000000001,F
1399,MAF,100.0,0.0,F
1400,JALBART,0.0,100.0,M
1401,JYDANACAL,0.0,100.0,M
1402,LADANJ,100.0,0.0,F
1403,STAFVAN,0.0,100.0,M
1404,ENVY,75.0,25.0,F
1405,SANCALP,0.0,100.0,M
1406,IRN,66.67,33.33,F
1407,ODAS,60.0,40.0,F
1408,EADAL,80.0,20.0,F
1409,ARCADAN,0.0,100.0,M
1410,DAVYAN,33.33,66.67,M
1411,SALYAN,100.0,0.0,F
1412,ALVARD,100.0,0.0,F
1413,YADAD,50.0,50.0,N
1414,ANJANAT,100.0,0.0,F
1415,JT,0.0,100.0,M
1416,CWASAN,0.0,100.0,M
1417,RYAS,100.0,0.0,F
1418,CHRY,75.0,25.0,F
1419,TANGAR,100.0,0.0,F
1420,JYTY,0.0,100.0,M
1421,TALANDR,100.0,0.0,F
1422,ERAL,50.0,50.0,N
1423,PARSAL,0.0,100.0,M
1424,ERNAT,100.0,0.0,F
1425,MARAR,71.43,28.569999999999997,F
1426,VASAL,20.0,80.0,M
1427,DVAN,50.0,50.0,N
1428,ANALAC,95.0,5.0,F
1429,OVAL,55.56,44.44,F
1430,MARTAS,61.54,38.46,F
1431,MARALYS,100.0,0.0,F
1432,SAR,77.69,22.31,F
1433,ADAS,66.67,33.33,F
1434,DAFANTR,0.0,100.0,M
1435,JASALY,71.43,28.569999999999997,F
1436,ISANACAL,0.0,100.0,M
1437,HACN,100.0,0.0,F
1438,BRACATAN,0.0,100.0,M
1439,SPANCAL,0.0,100.0,M
1440,ALAX,75.38,24.620000000000005,F
1441,ACYN,0.0,100.0,M
1442,SAJVAR,0.0,100.0,M
1443,ALGARD,0.0,100.0,M
1444,ARTAV,25.0,75.0,M
1445,CANTRAF,0.0,100.0,M
1446,GRABRAL,50.0,50.0,N
1447,PLATAN,0.0,100.0,M
1448,UBAR,0.0,100.0,M
1449,CADADR,100.0,0.0,F
1450,MAYLY,100.0,0.0,F
1451,SANGALAS,100.0,0.0,F
1452,MANASWAN,100.0,0.0,F
1453,RACS,100.0,0.0,F
1454,NARCASC,0.0,100.0,M
1455,MATAWDAVAD,0.0,100.0,M
1456,WASLAR,0.0,100.0,M
1457,TAFAL,30.77,69.23,M
1458,LACRAN,0.0,100.0,M
1459,DALYNY,100.0,0.0,F
1460,R,61.54,38.46,F
1461,NAFACH,100.0,0.0,F
1462,ANADY,0.0,100.0,M
1463,IR,66.67,33.33,F
1464,HALNAN,0.0,100.0,M
1465,FYS,100.0,0.0,F
1466,ARDAR,0.0,100.0,M
1467,CRASAT,83.33,16.67,F
1468,SABANY,100.0,0.0,F
1469,SARALASABATH,100.0,0.0,F
1470,BARBARAT,100.0,0.0,F
1471,MANCY,33.33,66.67,M
1472,FASTAN,71.43,28.569999999999997,F
1473,IDALAR,100.0,0.0,F
1474,ORNAL,50.0,50.0,N
1475,TANV,100.0,0.0,F
1476,VANCAT,50.0,50.0,N
1477,MATSAC,80.0,20.0,F
1478,ETALAN,100.0,0.0,F
1479,WANT,100.0,0.0,F
1480,CATHLANARY,100.0,0.0,F
1481,GARGAL,100.0,0.0,F
1482,TRALAS,100.0,0.0,F
1483,MARANAC,100.0,0.0,F
1484,ABL,50.0,50.0,N
1485,FRACASC,0.0,100.0,M
1486,ZXAVAN,0.0,100.0,M
1487,MYNAR,0.0,100.0,M
1488,GADAL,16.67,83.33,M
1489,VANDAN,25.0,75.0,M
1490,BAJANAN,0.0,100.0,M
1491,ALAJAND,0.0,100.0,M
1492,EDN,80.0,20.0,F
1493,CRASTALY,100.0,0.0,F
1494,BTATANY,100.0,0.0,F
1495,LABART,100.0,0.0,F
1496,RJ,0.0,100.0,M
1497,SAGAFRAD,0.0,100.0,M
1498,JANRACAD,0.0,100.0,M
1499,FRACAN,100.0,0.0,F
1500,VABAL,0.0,100.0,M
1501,DARANG,0.0,100.0,M
1502,RACALAN,100.0,0.0,F
1503,CRASTANANARY,100.0,0.0,F
1504,NARBART,50.0,50.0,N
1505,LAGAN,54.17,45.83,F
1506,TRALY,85.71,14.290000000000004,F
1507,ABDALCARAN,0.0,100.0,M
1508,EDNAR,60.0,40.0,F
1509,DARAN,52.21,47.79,F
1510,YANALAT,100.0,0.0,F
1511,ALDAR,37.5,62.5,M
1512,MAXSAN,0.0,100.0,M
1513,LAGNAN,0.0,100.0,M
1514,MASR,100.0,0.0,F
